"candidate","township","count","county"
"Buttigieg, d","Manchester Ward 1",589,"HILLSBOROUGH COUNTY"
"Castro, d","Manchester Ward 1",3,"HILLSBOROUGH COUNTY"
"De La Fuente, d","Manchester Ward 1",0,"HILLSBOROUGH COUNTY"
"Delaney, d","Manchester Ward 1",0,"HILLSBOROUGH COUNTY"
"Dunlap, d","Manchester Ward 1",0,"HILLSBOROUGH COUNTY"
"Ellinger, d","Manchester Ward 1",0,"HILLSBOROUGH COUNTY"
"Gabbard, d","Manchester Ward 1",70,"HILLSBOROUGH COUNTY"
"Gleiberman, d","Manchester Ward 1",0,"HILLSBOROUGH COUNTY"
"Greenstein, d","Manchester Ward 1",0,"HILLSBOROUGH COUNTY"
"Harris, d","Manchester Ward 1",1,"HILLSBOROUGH COUNTY"
"Hewes, d","Manchester Ward 1",1,"HILLSBOROUGH COUNTY"
"Klobuchar, d","Manchester Ward 1",637,"HILLSBOROUGH COUNTY"
"Koos, d","Manchester Ward 1",0,"HILLSBOROUGH COUNTY"
"Kraus, d","Manchester Ward 1",0,"HILLSBOROUGH COUNTY"
"Krichevsky, d","Manchester Ward 1",0,"HILLSBOROUGH COUNTY"
"Moroz, d","Manchester Ward 1",0,"HILLSBOROUGH COUNTY"
"Patrick, d","Manchester Ward 1",14,"HILLSBOROUGH COUNTY"
"Sanders, d","Manchester Ward 1",542,"HILLSBOROUGH COUNTY"
"Sestak, d","Manchester Ward 1",0,"HILLSBOROUGH COUNTY"
"Sloan, d","Manchester Ward 1",0,"HILLSBOROUGH COUNTY"
"Steyer, d","Manchester Ward 1",75,"HILLSBOROUGH COUNTY"
"Thistle, d","Manchester Ward 1",0,"HILLSBOROUGH COUNTY"
"Torgesen, d","Manchester Ward 1",0,"HILLSBOROUGH COUNTY"
"Warren, d","Manchester Ward 1",256,"HILLSBOROUGH COUNTY"
"Wells, d","Manchester Ward 1",0,"HILLSBOROUGH COUNTY"
"Williamson, d","Manchester Ward 1",0,"HILLSBOROUGH COUNTY"
"Yang, d","Manchester Ward 1",55,"HILLSBOROUGH COUNTY"
"Scatter","Manchester Ward 1",0,"HILLSBOROUGH COUNTY"
"Bennet, d","Manchester Ward 2",5,"HILLSBOROUGH COUNTY"
"Biden, d","Manchester Ward 2",181,"HILLSBOROUGH COUNTY"
"Booker, d","Manchester Ward 2",0,"HILLSBOROUGH COUNTY"
"Boyd, d","Manchester Ward 2",0,"HILLSBOROUGH COUNTY"
"Bullock, d","Manchester Ward 2",0,"HILLSBOROUGH COUNTY"
"Burke, d","Manchester Ward 2",0,"HILLSBOROUGH COUNTY"
"Buttigieg, d","Manchester Ward 2",513,"HILLSBOROUGH COUNTY"
"Castro, d","Manchester Ward 2",1,"HILLSBOROUGH COUNTY"
"De La Fuente, d","Manchester Ward 2",0,"HILLSBOROUGH COUNTY"
"Delaney, d","Manchester Ward 2",0,"HILLSBOROUGH COUNTY"
"Dunlap, d","Manchester Ward 2",1,"HILLSBOROUGH COUNTY"
"Ellinger, d","Manchester Ward 2",0,"HILLSBOROUGH COUNTY"
"Gabbard, d","Manchester Ward 2",73,"HILLSBOROUGH COUNTY"
"Gleiberman, d","Manchester Ward 2",0,"HILLSBOROUGH COUNTY"
"Greenstein, d","Manchester Ward 2",0,"HILLSBOROUGH COUNTY"
"Harris, d","Manchester Ward 2",0,"HILLSBOROUGH COUNTY"
"Hewes, d","Manchester Ward 2",0,"HILLSBOROUGH COUNTY"
"Klobuchar, d","Manchester Ward 2",436,"HILLSBOROUGH COUNTY"
"Koos, d","Manchester Ward 2",1,"HILLSBOROUGH COUNTY"
"Kraus, d","Manchester Ward 2",0,"HILLSBOROUGH COUNTY"
"Krichevsky, d","Manchester Ward 2",0,"HILLSBOROUGH COUNTY"
"Moroz, d","Manchester Ward 2",0,"HILLSBOROUGH COUNTY"
"Patrick, d","Manchester Ward 2",16,"HILLSBOROUGH COUNTY"
"Sanders, d","Manchester Ward 2",609,"HILLSBOROUGH COUNTY"
"Sestak, d","Manchester Ward 2",0,"HILLSBOROUGH COUNTY"
"Sloan, d","Manchester Ward 2",1,"HILLSBOROUGH COUNTY"
"Steyer, d","Manchester Ward 2",58,"HILLSBOROUGH COUNTY"
"Thistle, d","Manchester Ward 2",1,"HILLSBOROUGH COUNTY"
"Torgesen, d","Manchester Ward 2",0,"HILLSBOROUGH COUNTY"
"Warren, d","Manchester Ward 2",240,"HILLSBOROUGH COUNTY"
"Wells, d","Manchester Ward 2",0,"HILLSBOROUGH COUNTY"
"Williamson, d","Manchester Ward 2",1,"HILLSBOROUGH COUNTY"
"Yang, d","Manchester Ward 2",56,"HILLSBOROUGH COUNTY"
"Scatter","Manchester Ward 2",0,"HILLSBOROUGH COUNTY"
"Bennet, d","Manchester Ward 3",4,"HILLSBOROUGH COUNTY"
"Biden, d","Manchester Ward 3",140,"HILLSBOROUGH COUNTY"
"Booker, d","Manchester Ward 3",1,"HILLSBOROUGH COUNTY"
"Boyd, d","Manchester Ward 3",0,"HILLSBOROUGH COUNTY"
"Bullock, d","Manchester Ward 3",0,"HILLSBOROUGH COUNTY"
"Burke, d","Manchester Ward 3",0,"HILLSBOROUGH COUNTY"
"Buttigieg, d","Manchester Ward 3",311,"HILLSBOROUGH COUNTY"
"Castro, d","Manchester Ward 3",0,"HILLSBOROUGH COUNTY"
"De La Fuente, d","Manchester Ward 3",0,"HILLSBOROUGH COUNTY"
"Delaney, d","Manchester Ward 3",0,"HILLSBOROUGH COUNTY"
"Dunlap, d","Manchester Ward 3",0,"HILLSBOROUGH COUNTY"
"Ellinger, d","Manchester Ward 3",0,"HILLSBOROUGH COUNTY"
"Gabbard, d","Manchester Ward 3",41,"HILLSBOROUGH COUNTY"
"Gleiberman, d","Manchester Ward 3",0,"HILLSBOROUGH COUNTY"
"Greenstein, d","Manchester Ward 3",0,"HILLSBOROUGH COUNTY"
"Harris, d","Manchester Ward 3",0,"HILLSBOROUGH COUNTY"
"Hewes, d","Manchester Ward 3",0,"HILLSBOROUGH COUNTY"
"Klobuchar, d","Manchester Ward 3",167,"HILLSBOROUGH COUNTY"
"Koos, d","Manchester Ward 3",0,"HILLSBOROUGH COUNTY"
"Kraus, d","Manchester Ward 3",0,"HILLSBOROUGH COUNTY"
"Krichevsky, d","Manchester Ward 3",1,"HILLSBOROUGH COUNTY"
"Moroz, d","Manchester Ward 3",0,"HILLSBOROUGH COUNTY"
"Patrick, d","Manchester Ward 3",9,"HILLSBOROUGH COUNTY"
"Sanders, d","Manchester Ward 3",538,"HILLSBOROUGH COUNTY"
"Sestak, d","Manchester Ward 3",2,"HILLSBOROUGH COUNTY"
"Sloan, d","Manchester Ward 3",0,"HILLSBOROUGH COUNTY"
"Steyer, d","Manchester Ward 3",36,"HILLSBOROUGH COUNTY"
"Thistle, d","Manchester Ward 3",0,"HILLSBOROUGH COUNTY"
"Torgesen, d","Manchester Ward 3",0,"HILLSBOROUGH COUNTY"
"Warren, d","Manchester Ward 3",180,"HILLSBOROUGH COUNTY"
"Wells, d","Manchester Ward 3",1,"HILLSBOROUGH COUNTY"
"Williamson, d","Manchester Ward 3",1,"HILLSBOROUGH COUNTY"
"Yang, d","Manchester Ward 3",42,"HILLSBOROUGH COUNTY"
"Scatter","Manchester Ward 3",0,"HILLSBOROUGH COUNTY"
"Bennet, d","Manchester Ward 4",5,"HILLSBOROUGH COUNTY"
"Biden, d","Manchester Ward 4",133,"HILLSBOROUGH COUNTY"
"Booker, d","Manchester Ward 4",0,"HILLSBOROUGH COUNTY"
"Boyd, d","Manchester Ward 4",0,"HILLSBOROUGH COUNTY"
"Bullock, d","Manchester Ward 4",1,"HILLSBOROUGH COUNTY"
"Burke, d","Manchester Ward 4",0,"HILLSBOROUGH COUNTY"
"Buttigieg, d","Manchester Ward 4",240,"HILLSBOROUGH COUNTY"
"Castro, d","Manchester Ward 4",1,"HILLSBOROUGH COUNTY"
"De La Fuente, d","Manchester Ward 4",0,"HILLSBOROUGH COUNTY"
"Delaney, d","Manchester Ward 4",1,"HILLSBOROUGH COUNTY"
"Dunlap, d","Manchester Ward 4",0,"HILLSBOROUGH COUNTY"
"Ellinger, d","Manchester Ward 4",1,"HILLSBOROUGH COUNTY"
"Gabbard, d","Manchester Ward 4",51,"HILLSBOROUGH COUNTY"
"Gleiberman, d","Manchester Ward 4",1,"HILLSBOROUGH COUNTY"
"Greenstein, d","Manchester Ward 4",2,"HILLSBOROUGH COUNTY"
"Harris, d","Manchester Ward 4",1,"HILLSBOROUGH COUNTY"
"Hewes, d","Manchester Ward 4",0,"HILLSBOROUGH COUNTY"
"Klobuchar, d","Manchester Ward 4",226,"HILLSBOROUGH COUNTY"
"Koos, d","Manchester Ward 4",1,"HILLSBOROUGH COUNTY"
"Kraus, d","Manchester Ward 4",0,"HILLSBOROUGH COUNTY"
"Krichevsky, d","Manchester Ward 4",2,"HILLSBOROUGH COUNTY"
"Moroz, d","Manchester Ward 4",0,"HILLSBOROUGH COUNTY"
"Patrick, d","Manchester Ward 4",6,"HILLSBOROUGH COUNTY"
"Sanders, d","Manchester Ward 4",584,"HILLSBOROUGH COUNTY"
"Sestak, d","Manchester Ward 4",2,"HILLSBOROUGH COUNTY"
"Sloan, d","Manchester Ward 4",0,"HILLSBOROUGH COUNTY"
"Steyer, d","Manchester Ward 4",58,"HILLSBOROUGH COUNTY"
"Thistle, d","Manchester Ward 4",1,"HILLSBOROUGH COUNTY"
"Torgesen, d","Manchester Ward 4",0,"HILLSBOROUGH COUNTY"
"Warren, d","Manchester Ward 4",133,"HILLSBOROUGH COUNTY"
"Wells, d","Manchester Ward 4",0,"HILLSBOROUGH COUNTY"
"Williamson, d","Manchester Ward 4",0,"HILLSBOROUGH COUNTY"
"Yang, d","Manchester Ward 4",75,"HILLSBOROUGH COUNTY"
"Scatter","Manchester Ward 4",0,"HILLSBOROUGH COUNTY"
"Bennet, d","Manchester Ward 5",2,"HILLSBOROUGH COUNTY"
"Biden, d","Manchester Ward 5",116,"HILLSBOROUGH COUNTY"
"Booker, d","Manchester Ward 5",0,"HILLSBOROUGH COUNTY"
"Boyd, d","Manchester Ward 5",0,"HILLSBOROUGH COUNTY"
"Bullock, d","Manchester Ward 5",0,"HILLSBOROUGH COUNTY"
"Burke, d","Manchester Ward 5",0,"HILLSBOROUGH COUNTY"
"Buttigieg, d","Manchester Ward 5",167,"HILLSBOROUGH COUNTY"
"Castro, d","Manchester Ward 5",0,"HILLSBOROUGH COUNTY"
"De La Fuente, d","Manchester Ward 5",0,"HILLSBOROUGH COUNTY"
"Delaney, d","Manchester Ward 5",1,"HILLSBOROUGH COUNTY"
"Dunlap, d","Manchester Ward 5",0,"HILLSBOROUGH COUNTY"
"Ellinger, d","Manchester Ward 5",1,"HILLSBOROUGH COUNTY"
"Gabbard, d","Manchester Ward 5",44,"HILLSBOROUGH COUNTY"
"Gleiberman, d","Manchester Ward 5",0,"HILLSBOROUGH COUNTY"
"Greenstein, d","Manchester Ward 5",0,"HILLSBOROUGH COUNTY"
"Harris, d","Manchester Ward 5",0,"HILLSBOROUGH COUNTY"
"Hewes, d","Manchester Ward 5",1,"HILLSBOROUGH COUNTY"
"Klobuchar, d","Manchester Ward 5",110,"HILLSBOROUGH COUNTY"
"Koos, d","Manchester Ward 5",0,"HILLSBOROUGH COUNTY"
"Kraus, d","Manchester Ward 5",1,"HILLSBOROUGH COUNTY"
"Krichevsky, d","Manchester Ward 5",0,"HILLSBOROUGH COUNTY"
"Moroz, d","Manchester Ward 5",0,"HILLSBOROUGH COUNTY"
"Patrick, d","Manchester Ward 5",5,"HILLSBOROUGH COUNTY"
"Sanders, d","Manchester Ward 5",454,"HILLSBOROUGH COUNTY"
"Sestak, d","Manchester Ward 5",3,"HILLSBOROUGH COUNTY"
"Sloan, d","Manchester Ward 5",0,"HILLSBOROUGH COUNTY"
"Steyer, d","Manchester Ward 5",47,"HILLSBOROUGH COUNTY"
"Thistle, d","Manchester Ward 5",2,"HILLSBOROUGH COUNTY"
"Torgesen, d","Manchester Ward 5",1,"HILLSBOROUGH COUNTY"
"Warren, d","Manchester Ward 5",63,"HILLSBOROUGH COUNTY"
"Wells, d","Manchester Ward 5",0,"HILLSBOROUGH COUNTY"
"Williamson, d","Manchester Ward 5",0,"HILLSBOROUGH COUNTY"
"Yang, d","Manchester Ward 5",51,"HILLSBOROUGH COUNTY"
"Scatter","Manchester Ward 5",0,"HILLSBOROUGH COUNTY"
"Bennet, d","Manchester Ward 6",3,"HILLSBOROUGH COUNTY"
"Biden, d","Manchester Ward 6",205,"HILLSBOROUGH COUNTY"
"Booker, d","Manchester Ward 6",0,"HILLSBOROUGH COUNTY"
"Boyd, d","Manchester Ward 6",0,"HILLSBOROUGH COUNTY"
"Bullock, d","Manchester Ward 6",1,"HILLSBOROUGH COUNTY"
"Burke, d","Manchester Ward 6",0,"HILLSBOROUGH COUNTY"
"Buttigieg, d","Manchester Ward 6",402,"HILLSBOROUGH COUNTY"
"Castro, d","Manchester Ward 6",1,"HILLSBOROUGH COUNTY"
"De La Fuente, d","Manchester Ward 6",0,"HILLSBOROUGH COUNTY"
"Delaney, d","Manchester Ward 6",0,"HILLSBOROUGH COUNTY"
"Dunlap, d","Manchester Ward 6",0,"HILLSBOROUGH COUNTY"
"Ellinger, d","Manchester Ward 6",0,"HILLSBOROUGH COUNTY"
"Gabbard, d","Manchester Ward 6",48,"HILLSBOROUGH COUNTY"
"Gleiberman, d","Manchester Ward 6",0,"HILLSBOROUGH COUNTY"
"Greenstein, d","Manchester Ward 6",0,"HILLSBOROUGH COUNTY"
"Harris, d","Manchester Ward 6",0,"HILLSBOROUGH COUNTY"
"Hewes, d","Manchester Ward 6",1,"HILLSBOROUGH COUNTY"
"Klobuchar, d","Manchester Ward 6",399,"HILLSBOROUGH COUNTY"
"Koos, d","Manchester Ward 6",0,"HILLSBOROUGH COUNTY"
"Kraus, d","Manchester Ward 6",0,"HILLSBOROUGH COUNTY"
"Krichevsky, d","Manchester Ward 6",1,"HILLSBOROUGH COUNTY"
"Moroz, d","Manchester Ward 6",1,"HILLSBOROUGH COUNTY"
"Patrick, d","Manchester Ward 6",10,"HILLSBOROUGH COUNTY"
"Sanders, d","Manchester Ward 6",493,"HILLSBOROUGH COUNTY"
"Sestak, d","Manchester Ward 6",0,"HILLSBOROUGH COUNTY"
"Sloan, d","Manchester Ward 6",0,"HILLSBOROUGH COUNTY"
"Steyer, d","Manchester Ward 6",84,"HILLSBOROUGH COUNTY"
"Thistle, d","Manchester Ward 6",0,"HILLSBOROUGH COUNTY"
"Torgesen, d","Manchester Ward 6",0,"HILLSBOROUGH COUNTY"
"Warren, d","Manchester Ward 6",133,"HILLSBOROUGH COUNTY"
"Wells, d","Manchester Ward 6",0,"HILLSBOROUGH COUNTY"
"Williamson, d","Manchester Ward 6",1,"HILLSBOROUGH COUNTY"
"Yang, d","Manchester Ward 6",62,"HILLSBOROUGH COUNTY"
"Scatter","Manchester Ward 6",0,"HILLSBOROUGH COUNTY"
"Bennet, d","Manchester Ward 7",6,"HILLSBOROUGH COUNTY"
"Biden, d","Manchester Ward 7",156,"HILLSBOROUGH COUNTY"
"Booker, d","Manchester Ward 7",2,"HILLSBOROUGH COUNTY"
"Boyd, d","Manchester Ward 7",0,"HILLSBOROUGH COUNTY"
"Bullock, d","Manchester Ward 7",0,"HILLSBOROUGH COUNTY"
"Burke, d","Manchester Ward 7",0,"HILLSBOROUGH COUNTY"
"Buttigieg, d","Manchester Ward 7",318,"HILLSBOROUGH COUNTY"
"Castro, d","Manchester Ward 7",1,"HILLSBOROUGH COUNTY"
"De La Fuente, d","Manchester Ward 7",0,"HILLSBOROUGH COUNTY"
"Delaney, d","Manchester Ward 7",1,"HILLSBOROUGH COUNTY"
"Dunlap, d","Manchester Ward 7",0,"HILLSBOROUGH COUNTY"
"Ellinger, d","Manchester Ward 7",0,"HILLSBOROUGH COUNTY"
"Gabbard, d","Manchester Ward 7",53,"HILLSBOROUGH COUNTY"
"Gleiberman, d","Manchester Ward 7",0,"HILLSBOROUGH COUNTY"
"Greenstein, d","Manchester Ward 7",2,"HILLSBOROUGH COUNTY"
"Harris, d","Manchester Ward 7",1,"HILLSBOROUGH COUNTY"
"Hewes, d","Manchester Ward 7",0,"HILLSBOROUGH COUNTY"
"Klobuchar, d","Manchester Ward 7",233,"HILLSBOROUGH COUNTY"
"Koos, d","Manchester Ward 7",0,"HILLSBOROUGH COUNTY"
"Kraus, d","Manchester Ward 7",0,"HILLSBOROUGH COUNTY"
"Krichevsky, d","Manchester Ward 7",0,"HILLSBOROUGH COUNTY"
"Moroz, d","Manchester Ward 7",0,"HILLSBOROUGH COUNTY"
"Patrick, d","Manchester Ward 7",7,"HILLSBOROUGH COUNTY"
"Sanders, d","Manchester Ward 7",542,"HILLSBOROUGH COUNTY"
"Sestak, d","Manchester Ward 7",2,"HILLSBOROUGH COUNTY"
"Sloan, d","Manchester Ward 7",0,"HILLSBOROUGH COUNTY"
"Steyer, d","Manchester Ward 7",62,"HILLSBOROUGH COUNTY"
"Thistle, d","Manchester Ward 7",0,"HILLSBOROUGH COUNTY"
"Torgesen, d","Manchester Ward 7",0,"HILLSBOROUGH COUNTY"
"Warren, d","Manchester Ward 7",91,"HILLSBOROUGH COUNTY"
"Wells, d","Manchester Ward 7",2,"HILLSBOROUGH COUNTY"
"Williamson, d","Manchester Ward 7",0,"HILLSBOROUGH COUNTY"
"Yang, d","Manchester Ward 7",43,"HILLSBOROUGH COUNTY"
"Scatter","Manchester Ward 7",0,"HILLSBOROUGH COUNTY"
"Bennet, d","Manchester Ward 8",8,"HILLSBOROUGH COUNTY"
"Biden, d","Manchester Ward 8",199,"HILLSBOROUGH COUNTY"
"Booker, d","Manchester Ward 8",2,"HILLSBOROUGH COUNTY"
"Boyd, d","Manchester Ward 8",0,"HILLSBOROUGH COUNTY"
"Bullock, d","Manchester Ward 8",1,"HILLSBOROUGH COUNTY"
"Burke, d","Manchester Ward 8",0,"HILLSBOROUGH COUNTY"
"Buttigieg, d","Manchester Ward 8",424,"HILLSBOROUGH COUNTY"
"Castro, d","Manchester Ward 8",1,"HILLSBOROUGH COUNTY"
"De La Fuente, d","Manchester Ward 8",0,"HILLSBOROUGH COUNTY"
"Delaney, d","Manchester Ward 8",1,"HILLSBOROUGH COUNTY"
"Dunlap, d","Manchester Ward 8",0,"HILLSBOROUGH COUNTY"
"Ellinger, d","Manchester Ward 8",0,"HILLSBOROUGH COUNTY"
"Gabbard, d","Manchester Ward 8",69,"HILLSBOROUGH COUNTY"
"Gleiberman, d","Manchester Ward 8",0,"HILLSBOROUGH COUNTY"
"Greenstein, d","Manchester Ward 8",0,"HILLSBOROUGH COUNTY"
"Harris, d","Manchester Ward 8",0,"HILLSBOROUGH COUNTY"
"Hewes, d","Manchester Ward 8",0,"HILLSBOROUGH COUNTY"
"Klobuchar, d","Manchester Ward 8",362,"HILLSBOROUGH COUNTY"
"Koos, d","Manchester Ward 8",1,"HILLSBOROUGH COUNTY"
"Kraus, d","Manchester Ward 8",1,"HILLSBOROUGH COUNTY"
"Krichevsky, d","Manchester Ward 8",0,"HILLSBOROUGH COUNTY"
"Moroz, d","Manchester Ward 8",0,"HILLSBOROUGH COUNTY"
"Patrick, d","Manchester Ward 8",14,"HILLSBOROUGH COUNTY"
"Sanders, d","Manchester Ward 8",443,"HILLSBOROUGH COUNTY"
"Sestak, d","Manchester Ward 8",1,"HILLSBOROUGH COUNTY"
"Sloan, d","Manchester Ward 8",0,"HILLSBOROUGH COUNTY"
"Steyer, d","Manchester Ward 8",77,"HILLSBOROUGH COUNTY"
"Thistle, d","Manchester Ward 8",0,"HILLSBOROUGH COUNTY"
"Torgesen, d","Manchester Ward 8",0,"HILLSBOROUGH COUNTY"
"Warren, d","Manchester Ward 8",137,"HILLSBOROUGH COUNTY"
"Wells, d","Manchester Ward 8",0,"HILLSBOROUGH COUNTY"
"Williamson, d","Manchester Ward 8",0,"HILLSBOROUGH COUNTY"
"Yang, d","Manchester Ward 8",55,"HILLSBOROUGH COUNTY"
"Scatter","Manchester Ward 8",0,"HILLSBOROUGH COUNTY"
"Bennet, d","Manchester Ward 9",4,"HILLSBOROUGH COUNTY"
"Biden, d","Manchester Ward 9",177,"HILLSBOROUGH COUNTY"
"Booker, d","Manchester Ward 9",1,"HILLSBOROUGH COUNTY"
"Boyd, d","Manchester Ward 9",0,"HILLSBOROUGH COUNTY"
"Bullock, d","Manchester Ward 9",0,"HILLSBOROUGH COUNTY"
"Burke, d","Manchester Ward 9",0,"HILLSBOROUGH COUNTY"
"Buttigieg, d","Manchester Ward 9",345,"HILLSBOROUGH COUNTY"
"Castro, d","Manchester Ward 9",4,"HILLSBOROUGH COUNTY"
"De La Fuente, d","Manchester Ward 9",0,"HILLSBOROUGH COUNTY"
"Delaney, d","Manchester Ward 9",3,"HILLSBOROUGH COUNTY"
"Dunlap, d","Manchester Ward 9",1,"HILLSBOROUGH COUNTY"
"Ellinger, d","Manchester Ward 9",0,"HILLSBOROUGH COUNTY"
"Gabbard, d","Manchester Ward 9",72,"HILLSBOROUGH COUNTY"
"Gleiberman, d","Manchester Ward 9",0,"HILLSBOROUGH COUNTY"
"Greenstein, d","Manchester Ward 9",0,"HILLSBOROUGH COUNTY"
"Harris, d","Manchester Ward 9",22,"HILLSBOROUGH COUNTY"
"Hewes, d","Manchester Ward 9",0,"HILLSBOROUGH COUNTY"
"Klobuchar, d","Manchester Ward 9",254,"HILLSBOROUGH COUNTY"
"Koos, d","Manchester Ward 9",1,"HILLSBOROUGH COUNTY"
"Kraus, d","Manchester Ward 9",1,"HILLSBOROUGH COUNTY"
"Krichevsky, d","Manchester Ward 9",0,"HILLSBOROUGH COUNTY"
"Moroz, d","Manchester Ward 9",0,"HILLSBOROUGH COUNTY"
"Patrick, d","Manchester Ward 9",10,"HILLSBOROUGH COUNTY"
"Sanders, d","Manchester Ward 9",554,"HILLSBOROUGH COUNTY"
"Sestak, d","Manchester Ward 9",3,"HILLSBOROUGH COUNTY"
"Sloan, d","Manchester Ward 9",0,"HILLSBOROUGH COUNTY"
"Steyer, d","Manchester Ward 9",72,"HILLSBOROUGH COUNTY"
"Thistle, d","Manchester Ward 9",0,"HILLSBOROUGH COUNTY"
"Torgesen, d","Manchester Ward 9",0,"HILLSBOROUGH COUNTY"
"Warren, d","Manchester Ward 9",131,"HILLSBOROUGH COUNTY"
"Wells, d","Manchester Ward 9",0,"HILLSBOROUGH COUNTY"
"Williamson, d","Manchester Ward 9",0,"HILLSBOROUGH COUNTY"
"Yang, d","Manchester Ward 9",53,"HILLSBOROUGH COUNTY"
"Scatter","Manchester Ward 9",30,"HILLSBOROUGH COUNTY"
"Bennet, d","Manchester Ward 10",5,"HILLSBOROUGH COUNTY"
"Biden, d","Manchester Ward 10",159,"HILLSBOROUGH COUNTY"
"Booker, d","Manchester Ward 10",1,"HILLSBOROUGH COUNTY"
"Boyd, d","Manchester Ward 10",0,"HILLSBOROUGH COUNTY"
"Bullock, d","Manchester Ward 10",2,"HILLSBOROUGH COUNTY"
"Burke, d","Manchester Ward 10",0,"HILLSBOROUGH COUNTY"
"Buttigieg, d","Manchester Ward 10",275,"HILLSBOROUGH COUNTY"
"Castro, d","Manchester Ward 10",1,"HILLSBOROUGH COUNTY"
"De La Fuente, d","Manchester Ward 10",0,"HILLSBOROUGH COUNTY"
"Delaney, d","Manchester Ward 10",0,"HILLSBOROUGH COUNTY"
"Dunlap, d","Manchester Ward 10",0,"HILLSBOROUGH COUNTY"
"Ellinger, d","Manchester Ward 10",0,"HILLSBOROUGH COUNTY"
"Gabbard, d","Manchester Ward 10",69,"HILLSBOROUGH COUNTY"
"Gleiberman, d","Manchester Ward 10",0,"HILLSBOROUGH COUNTY"
"Greenstein, d","Manchester Ward 10",1,"HILLSBOROUGH COUNTY"
"Harris, d","Manchester Ward 10",0,"HILLSBOROUGH COUNTY"
"Hewes, d","Manchester Ward 10",0,"HILLSBOROUGH COUNTY"
"Klobuchar, d","Manchester Ward 10",288,"HILLSBOROUGH COUNTY"
"Koos, d","Manchester Ward 10",0,"HILLSBOROUGH COUNTY"
"Kraus, d","Manchester Ward 10",1,"HILLSBOROUGH COUNTY"
"Krichevsky, d","Manchester Ward 10",0,"HILLSBOROUGH COUNTY"
"Moroz, d","Manchester Ward 10",0,"HILLSBOROUGH COUNTY"
"Patrick, d","Manchester Ward 10",5,"HILLSBOROUGH COUNTY"
"Sanders, d","Manchester Ward 10",508,"HILLSBOROUGH COUNTY"
"Sestak, d","Manchester Ward 10",1,"HILLSBOROUGH COUNTY"
"Sloan, d","Manchester Ward 10",1,"HILLSBOROUGH COUNTY"
"Steyer, d","Manchester Ward 10",73,"HILLSBOROUGH COUNTY"
"Thistle, d","Manchester Ward 10",1,"HILLSBOROUGH COUNTY"
"Torgesen, d","Manchester Ward 10",0,"HILLSBOROUGH COUNTY"
"Warren, d","Manchester Ward 10",139,"HILLSBOROUGH COUNTY"
"Wells, d","Manchester Ward 10",2,"HILLSBOROUGH COUNTY"
"Williamson, d","Manchester Ward 10",1,"HILLSBOROUGH COUNTY"
"Yang, d","Manchester Ward 10",53,"HILLSBOROUGH COUNTY"
"Scatter","Manchester Ward 10",0,"HILLSBOROUGH COUNTY"
"Bennet, d","Manchester Ward 11",5,"HILLSBOROUGH COUNTY"
"Biden, d","Manchester Ward 11",99,"HILLSBOROUGH COUNTY"
"Booker, d","Manchester Ward 11",1,"HILLSBOROUGH COUNTY"
"Boyd, d","Manchester Ward 11",0,"HILLSBOROUGH COUNTY"
"Bullock, d","Manchester Ward 11",0,"HILLSBOROUGH COUNTY"
"Burke, d","Manchester Ward 11",0,"HILLSBOROUGH COUNTY"
"Buttigieg, d","Manchester Ward 11",228,"HILLSBOROUGH COUNTY"
"Castro, d","Manchester Ward 11",0,"HILLSBOROUGH COUNTY"
"De La Fuente, d","Manchester Ward 11",0,"HILLSBOROUGH COUNTY"
"Delaney, d","Manchester Ward 11",0,"HILLSBOROUGH COUNTY"
"Dunlap, d","Manchester Ward 11",0,"HILLSBOROUGH COUNTY"
"Ellinger, d","Manchester Ward 11",0,"HILLSBOROUGH COUNTY"
"Gabbard, d","Manchester Ward 11",77,"HILLSBOROUGH COUNTY"
"Gleiberman, d","Manchester Ward 11",0,"HILLSBOROUGH COUNTY"
"Greenstein, d","Manchester Ward 11",1,"HILLSBOROUGH COUNTY"
"Harris, d","Manchester Ward 11",1,"HILLSBOROUGH COUNTY"
"Hewes, d","Manchester Ward 11",0,"HILLSBOROUGH COUNTY"
"Klobuchar, d","Manchester Ward 11",187,"HILLSBOROUGH COUNTY"
"Koos, d","Manchester Ward 11",0,"HILLSBOROUGH COUNTY"
"Kraus, d","Manchester Ward 11",0,"HILLSBOROUGH COUNTY"
"Krichevsky, d","Manchester Ward 11",1,"HILLSBOROUGH COUNTY"
"Moroz, d","Manchester Ward 11",1,"HILLSBOROUGH COUNTY"
"Patrick, d","Manchester Ward 11",1,"HILLSBOROUGH COUNTY"
"Sanders, d","Manchester Ward 11",585,"HILLSBOROUGH COUNTY"
"Sestak, d","Manchester Ward 11",0,"HILLSBOROUGH COUNTY"
"Sloan, d","Manchester Ward 11",0,"HILLSBOROUGH COUNTY"
"Steyer, d","Manchester Ward 11",60,"HILLSBOROUGH COUNTY"
"Thistle, d","Manchester Ward 11",0,"HILLSBOROUGH COUNTY"
"Torgesen, d","Manchester Ward 11",0,"HILLSBOROUGH COUNTY"
"Warren, d","Manchester Ward 11",104,"HILLSBOROUGH COUNTY"
"Wells, d","Manchester Ward 11",0,"HILLSBOROUGH COUNTY"
"Williamson, d","Manchester Ward 11",0,"HILLSBOROUGH COUNTY"
